FMT, 128, 89, FMT, BBnNZ, Type,Length,Name,Format,Columns
FMT, 140, 29, AHR2, QccCfLL, TimeUS,Roll,Pitch,Yaw,Alt,Lat,Lng
FMT, 162, 27, ATT, QccccCCCC, TimeUS,DesRoll,Roll,DesPitch,Pitch,DesYaw,Yaw,ErrRP,ErrYaw
FMT, 138, 33, BARO, QffcfIf, TimeUS,Alt,Press,Temp,CRt,SMS,Offset
FMT, 142, 45, CMD, QHHHfffffff, TimeUS,CTot,CNum,CId,Prm1,Prm2,Prm3,Prm4,Lat,Lng,Alt
FMT, 1, 23, CTUN, Qhcchf, TimeUS,Steer,Roll,Pitch,ThrOut,AccY
FMT, 163, 23, CURR, Qfff, TimeUS,Volt,Curr,CurrTot
FMT, 191, 24, GPA, QCCCCBI, TimeUS,VDop,HAcc,VAcc,SAcc,VV,SMS
FMT, 130, 46, GPS, QBIHBcLLefffB, TimeUS,Status,GMS,GWk,NSats,HDop,Lat,Lng,Alt,Spd,GCrs,VZ,U
FMT, 132, 49, IMU, QffffffIIfBB, TimeUS,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,ErrG,ErrA,Temp,GyHlt,AcHlt
FMT, 137, 49, IMU2, QffffffIIfBB, TimeUS,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,ErrG,ErrA,Temp,GyHlt,AcHlt
FMT, 165, 34, MAG, QhhhhhhhhhBI, TimeUS,MagX,MagY,MagZ,OfsX,OfsY,OfsZ,MOfsX,MOfsY,MOfsZ,Health,S
FMT, 166, 34, MAG2, QhhhhhhhhhBI, TimeUS,MagX,MagY,MagZ,OfsX,OfsY,OfsZ,MOfsX,MOfsY,MOfsZ,Health,S
FMT, 168, 14, MODE, QMBB, TimeUS,Mode,ModeNum,Rsn
FMT, 133, 75, MSG, QZ, TimeUS,Message
FMT, 195, 51, NKF1, QccCfffffffccc, TimeUS,Roll,Pitch,Yaw,VN,VE,VD,dPD,PN,PE,PD,GX,GY,GZ
FMT, 196, 35, NKF2, QbccccchhhhhhB, TimeUS,AZbias,GSX,GSY,GSZ,VWN,VWE,MN,ME,MD,MX,MY,MZ,MI
FMT, 197, 33, NKF3, Qcccccchhhcc, TimeUS,IVN,IVE,IVD,IPN,IPE,IPD,IMX,IMY,IMZ,IYAW,IVT
FMT, 198, 35, NKF4, QcccccfbbHBHHb, TimeUS,SV,SP,SH,SM,SVT,errRP,OFN,OFE,FS,TS,SS,GPS,PI
FMT, 199, 40, NKF5, QBhhhcccCCfff, TimeUS,NI,FIX,FIY,AFI,HAGL,offset,RI,rng,Herr,eAng,eVel,ePos
FMT, 200, 51, NKF6, QccCfffffffccc, TimeUS,Roll,Pitch,Yaw,VN,VE,VD,dPD,PN,PE,PD,GX,GY,GZ
FMT, 201, 35, NKF7, QbccccchhhhhhB, TimeUS,AZbias,GSX,GSY,GSZ,VWN,VWE,MN,ME,MD,MX,MY,MZ,MI
FMT, 202, 33, NKF8, Qcccccchhhcc, TimeUS,IVN,IVE,IVD,IPN,IPE,IPD,IMX,IMY,IMZ,IYAW,IVT
FMT, 203, 35, NKF9, QcccccfbbHBHHb, TimeUS,SV,SP,SH,SM,SVT,errRP,OFN,OFE,FS,TS,SS,GPS,PI
FMT, 2, 26, NTUN, QHfHHbf, TimeUS,Yaw,WpDist,TargBrg,NavBrg,Thr,XT
FMT, 129, 31, PARM, QNf, TimeUS,Name,Value
FMT, 183, 35, PIDA, Qffffff, TimeUS,Des,P,I,D,FF,AFF
FMT, 184, 35, PIDS, Qffffff, TimeUS,Des,P,I,D,FF,AFF
FMT, 3, 30, PM, QIHIhhhBH, TimeUS,LTime,MLC,gDt,GDx,GDy,GDz,I2CErr,INSErr
FMT, 139, 21, POWR, QffH, TimeUS,Vcc,VServo,Flags
FMT, 143, 20, RAD, QBBBBBHH, TimeUS,RSSI,RemRSSI,TxBuf,Noise,RemNoise,RxErrors,Fixed
FMT, 134, 39, RCIN, QHHHHHHHHHHHHHH, TimeUS,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14
FMT, 135, 39, RCOU, QHHHHHHHHHHHHHH, TimeUS,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14
FMT, 6, 14, STRT, QBH, TimeUS,SType,CTot
FMT, 185, 35, VIBE, QfffIII, TimeUS,VibeX,VibeY,VibeZ,Clip0,Clip1,Clip2
PARM, 2846780, FORMAT_VERSION, 16
PARM, 2846798, SYSID_SW_TYPE, 20
PARM, 2846815, LOG_BITMASK, 65535
PARM, 2846833, SYS_NUM_RESETS, 594
PARM, 2846851, RST_SWITCH_CH, 0
PARM, 2846870, INITIAL_MODE, 0
PARM, 2846887, SYSID_THISMAV, 1
PARM, 2846905, SYSID_MYGCS, 1
PARM, 2846923, CLI_ENABLED, 0
PARM, 2846942, TELEM_DELAY, 0
PARM, 2846959, GCS_PID_MASK, 0
PARM, 2846977, MAG_ENABLE, 1
PARM, 2846996, AUTO_TRIGGER_PIN, 53
PARM, 2847014, AUTO_KICKSTART, 0
PARM, 2847038, CRUISE_SPEED, 3
PARM, 2847057, SPEED_TURN_GAIN, 50
PARM, 2847074, SPEED_TURN_DIST, 2
PARM, 2847093, BRAKING_PERCENT, 0
PARM, 2847110, BRAKING_SPEEDERR, 3
PARM, 2847181, PIVOT_TURN_ANGLE, 30
PARM, 2847199, CH7_OPTION, 1
PARM, 2847220, RC1_MIN, 991
PARM, 2847241, RC1_TRIM, 1487
PARM, 2847262, RC1_MAX, 1991
PARM, 2847287, RC1_REV, 1
PARM, 2847344, RC1_DZ, 30
PARM, 2847370, RC2_MIN, 1500
PARM, 2847394, RC2_TRIM, 1500
PARM, 2847419, RC2_MAX, 1501
PARM, 2847449, RC2_REV, 1
PARM, 2847474, RC2_DZ, 0
PARM, 2847505, RC2_FUNCTION, 0
PARM, 2847529, RC3_MIN, 999
PARM, 2847550, RC3_TRIM, 1503
PARM, 2847572, RC3_MAX, 1999
PARM, 2847597, RC3_REV, 1
PARM, 2847661, RC3_DZ, 0
PARM, 2847687, RC4_MIN, 1500
PARM, 2847712, RC4_TRIM, 1501
PARM, 2847737, RC4_MAX, 1501
PARM, 2847766, RC4_REV, 1
PARM, 2847792, RC4_DZ, 0
PARM, 2847822, RC4_FUNCTION, 0
PARM, 2847850, RC5_MIN, 1555
PARM, 2847874, RC5_TRIM, 1555
PARM, 2847899, RC5_MAX, 1556
PARM, 2847929, RC5_REV, 1
PARM, 2847955, RC5_DZ, 0
PARM, 2847985, RC5_FUNCTION, 0
PARM, 2848013, RC6_MIN, 1500
PARM, 2848044, RC6_TRIM, 1501
PARM, 2848069, RC6_MAX, 1501
PARM, 2848099, RC6_REV, 1
PARM, 2848125, RC6_DZ, 0
PARM, 2848155, RC6_FUNCTION, 0
PARM, 2848236, RC7_MIN, 1500
PARM, 2848260, RC7_TRIM, 1500
PARM, 2848285, RC7_MAX, 1501
PARM, 2848317, RC7_REV, 1
PARM, 2848343, RC7_DZ, 0
PARM, 2848374, RC7_FUNCTION, 0
PARM, 2848446, RC8_MIN, 1500
PARM, 2848470, RC8_TRIM, 1501
PARM, 2848495, RC8_MAX, 1501
PARM, 2848529, RC8_REV, 1
PARM, 2848555, RC8_DZ, 0
PARM, 2848585, RC8_FUNCTION, 0
PARM, 2848699, RC9_MIN, 1100
PARM, 2848723, RC9_TRIM, 0
PARM, 2848752, RC9_MAX, 1900
PARM, 2848782, RC9_REV, 1
PARM, 2848808, RC9_DZ, 0
PARM, 2848842, RC9_FUNCTION, 0
PARM, 2848870, RC10_MIN, 1100
PARM, 2848894, RC10_TRIM, 0
PARM, 2848923, RC10_MAX, 1900
PARM, 2848953, RC10_REV, 1
PARM, 2848979, RC10_DZ, 0
PARM, 2849013, RC10_FUNCTION, 0
PARM, 2849048, RC11_MIN, 1100
PARM, 2849073, RC11_TRIM, 0
PARM, 2849102, RC11_MAX, 1900
PARM, 2849131, RC11_REV, 1
PARM, 2849157, RC11_DZ, 0
PARM, 2849193, RC11_FUNCTION, 0
PARM, 2849229, RC12_MIN, 1100
PARM, 2849253, RC12_TRIM, 0
PARM, 2849329, RC12_MAX, 1900
PARM, 2849359, RC12_REV, 1
PARM, 2849385, RC12_DZ, 0
PARM, 2849422, RC12_FUNCTION, 0
PARM, 2849449, RC13_MIN, 1100
PARM, 2849474, RC13_TRIM, 0
PARM, 2849499, RC13_MAX, 1900
PARM, 2849528, RC13_REV, 1
PARM, 2849554, RC13_DZ, 0
PARM, 2849718, RC13_FUNCTION, 0
PARM, 2849746, RC14_MIN, 1100
PARM, 2849770, RC14_TRIM, 0
PARM, 2849795, RC14_MAX, 1900
PARM, 2849825, RC14_REV, 1
PARM, 2849851, RC14_DZ, 0
PARM, 2849881, RC14_FUNCTION, 0
